screen_id,screenshot_file,timestamp,viewport,role,workspace,section,page_title,route,url,previous_screen_id,clicked_label,expected_result,actual_result,result_type,back_path_available,primary_action_label,workspace_visible,role_visible,issues,notes
PUBLIC__WEBSITE__WEBSITE__PUBLIC_SITE_HOME__LOAD__MOBILE__446,screenshots/mobile/PUBLIC__WEBSITE__WEBSITE__PUBLIC_SITE_HOME__LOAD__MOBILE__446.png,2026-06-11T06:21:11.145Z,mobile,Public,Public Website,Website,Public Site Home,/,https://bneineviimacademy.org/,,,Public Site Home loads clearly.,Too many card-like panels. Small mobile tap targets detected.,page,false,,false,false,CARD-DENSITY TINY-TAP-TARGETS,Too many card-like panels. Small mobile tap targets detected.
PUBLIC__WEBSITE__WEBSITE__HEBREW_STATE__LOAD__MOBILE__447,screenshots/mobile/PUBLIC__WEBSITE__WEBSITE__HEBREW_STATE__LOAD__MOBILE__447.png,2026-06-11T06:21:11.145Z,mobile,Public,Public Website,Website,Hebrew State,/he,https://bneineviimacademy.org/he,,,Public Site Home Hebrew Route loads clearly.,Too many card-like panels. Small mobile tap targets detected.,page,false,,false,false,CARD-DENSITY TINY-TAP-TARGETS,Too many card-like panels. Small mobile tap targets detected.
PUBLIC__WEBSITE__WEBSITE__BLOG__LOAD__MOBILE__448,screenshots/mobile/PUBLIC__WEBSITE__WEBSITE__BLOG__LOAD__MOBILE__448.png,2026-06-11T06:21:11.145Z,mobile,Public,Public Website,Website,Blog,/blog,https://bneineviimacademy.org/blog,,,Blog loads clearly.,Too many card-like panels. Small mobile tap targets detected.,page,false,,false,false,CARD-DENSITY TINY-TAP-TARGETS,Too many card-like panels. Small mobile tap targets detected.
PUBLIC__WEBSITE__WEBSITE__HEBREW_STATE__LOAD__MOBILE__449,screenshots/mobile/PUBLIC__WEBSITE__WEBSITE__HEBREW_STATE__LOAD__MOBILE__449.png,2026-06-11T06:21:11.145Z,mobile,Public,Public Website,Website,Hebrew State,/he/blog,https://bneineviimacademy.org/he/blog,,,Blog Hebrew Route loads clearly.,Small mobile tap targets detected.,page,false,,false,false,TINY-TAP-TARGETS,Small mobile tap targets detected.
PUBLIC__WEBSITE__WEBSITE__FAQ__LOAD__MOBILE__450,screenshots/mobile/PUBLIC__WEBSITE__WEBSITE__FAQ__LOAD__MOBILE__450.png,2026-06-11T06:21:11.145Z,mobile,Public,Public Website,Website,FAQ,/faq,https://bneineviimacademy.org/faq,,,FAQ loads clearly.,No major automated issue detected; manual designer review still required.,page,false,,false,false,,No major automated issue detected; manual designer review still required.
PUBLIC__WEBSITE__WEBSITE__HEBREW_STATE__LOAD__MOBILE__451,screenshots/mobile/PUBLIC__WEBSITE__WEBSITE__HEBREW_STATE__LOAD__MOBILE__451.png,2026-06-11T06:21:11.146Z,mobile,Public,Public Website,Website,Hebrew State,/he/faq,https://bneineviimacademy.org/he/faq,,,FAQ Hebrew Route loads clearly.,No major automated issue detected; manual designer review still required.,page,false,,false,false,,No major automated issue detected; manual designer review still required.
PUBLIC__WEBSITE__WEBSITE__SIGNUP_ENGLISH__LOAD__MOBILE__452,screenshots/mobile/PUBLIC__WEBSITE__WEBSITE__SIGNUP_ENGLISH__LOAD__MOBILE__452.png,2026-06-11T06:21:11.146Z,mobile,Public,Public Website,Website,Signup English,/signup.html,https://bneineviimacademy.org/signup.html,,,Signup English loads clearly.,No major automated issue detected; manual designer review still required.,page,false,Open and Sign,false,false,,No major automated issue detected; manual designer review still required.
PUBLIC__WEBSITE__WEBSITE__HEBREW_STATE__LOAD__MOBILE__453,screenshots/mobile/PUBLIC__WEBSITE__WEBSITE__HEBREW_STATE__LOAD__MOBILE__453.png,2026-06-11T06:21:11.146Z,mobile,Public,Public Website,Website,Hebrew State,/signup-he.html,https://bneineviimacademy.org/signup-he.html,,,Signup Hebrew loads clearly.,No major automated issue detected; manual designer review still required.,page,false,,false,false,,No major automated issue detected; manual designer review still required.
PUBLIC__WEBSITE__WEBSITE__SIGNUP_THANK_YOU__LOAD__MOBILE__454,screenshots/mobile/PUBLIC__WEBSITE__WEBSITE__SIGNUP_THANK_YOU__LOAD__MOBILE__454.png,2026-06-11T06:21:11.146Z,mobile,Public,Public Website,Website,Signup Thank You,/signup-thank-you.html,https://bneineviimacademy.org/signup-thank-you.html,,,Signup Thank You loads clearly.,No major automated issue detected; manual designer review still required.,page,false,,false,false,,No major automated issue detected; manual designer review still required.
PUBLIC__WEBSITE__WEBSITE__PARENT_HANDBOOK__LOAD__MOBILE__455,screenshots/mobile/PUBLIC__WEBSITE__WEBSITE__PARENT_HANDBOOK__LOAD__MOBILE__455.png,2026-06-11T06:21:11.146Z,mobile,Public,Public Website,Website,Parent Handbook,/documents/parent-handbook.html,https://bneineviimacademy.org/documents/parent-handbook.html,,,Parent Handbook loads clearly.,Small mobile tap targets detected.,page,false,,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
PUBLIC__OPERATIONS__AUTH__OPERATIONS_LOGIN__LOAD__MOBILE__456,screenshots/mobile/PUBLIC__OPERATIONS__AUTH__OPERATIONS_LOGIN__LOAD__MOBILE__456.png,2026-06-11T06:21:11.146Z,mobile,Public,Operations Login,Auth,Operations Login,/operations-login.html,https://bneineviimacademy.org/operations-login.html,,,Operations Login loads clearly.,No major automated issue detected; manual designer review still required.,page,true,Sign In,true,false,,No major automated issue detected; manual designer review still required.
PARENT__BNA__PORTAL__PARENT_PORTAL_LOGIN__LOAD__MOBILE__457,screenshots/mobile/PARENT__BNA__PORTAL__PARENT_PORTAL_LOGIN__LOAD__MOBILE__457.png,2026-06-11T06:21:11.146Z,mobile,Parent,BNA School Workspace,Portal,Parent Portal Login,/parent,https://bneineviimacademy.org/parent,,,Parent Portal Login loads clearly.,Parent/student assistant placement must be explicitly reviewed.,page,true,Sign in,true,true,BOT-AUDIT-REQUIRED,Parent/student assistant placement must be explicitly reviewed.
STUDENT__BNA__PORTAL__STUDENT_WORKSPACE_LOGIN__LOAD__MOBILE__458,screenshots/mobile/STUDENT__BNA__PORTAL__STUDENT_WORKSPACE_LOGIN__LOAD__MOBILE__458.png,2026-06-11T06:21:11.146Z,mobile,Student,BNA School Workspace,Portal,Student Workspace Login,/student,https://bneineviimacademy.org/student,,,Student Workspace Login loads clearly.,Small mobile tap targets detected. Parent/student assistant placement must be explicitly reviewed.,page,true,Open My Board,true,true,TINY-TAP-TARGETS BOT-AUDIT-REQUIRED,Small mobile tap targets detected. Parent/student assistant placement must be explicitly reviewed.
PROVIDERADMIN__SHELLER__PORTAL__PROVIDER_PORTAL_LOGIN__LOAD__MOBILE__459,screenshots/mobile/PROVIDERADMIN__SHELLER__PORTAL__PROVIDER_PORTAL_LOGIN__LOAD__MOBILE__459.png,2026-06-11T06:21:11.146Z,mobile,Provider Admin,Rabbi Sheller Provider Workspace,Portal,Provider Portal Login,/provider,https://bneineviimacademy.org/provider,,,Provider Portal Login loads clearly.,No major automated issue detected; manual designer review still required.,page,true,Sign In,true,true,,No major automated issue detected; manual designer review still required.
PROVIDERADMIN__SHELLER__PROVIDER_ONBOARDING__ONBOARDING__LOAD__MOBILE__460,screenshots/mobile/PROVIDERADMIN__SHELLER__PROVIDER_ONBOARDING__ONBOARDING__LOAD__MOBILE__460.png,2026-06-11T06:21:11.146Z,mobile,Provider Admin,Rabbi Sheller Provider Workspace,Provider Onboarding, Onboarding,/providers/join,https://bneineviimacademy.org/providers/join,,,Provider Join / Onboarding loads clearly.,No major automated issue detected; manual designer review still required.,page,false,Submit For Review,true,true,,No major automated issue detected; manual designer review still required.
PARENT__BNA__PORTAL__HEBREW_STATE__SWITCH_HEBREW__MOBILE__461,screenshots/mobile/PARENT__BNA__PORTAL__HEBREW_STATE__SWITCH_HEBREW__MOBILE__461.png,2026-06-11T06:21:11.147Z,mobile,Parent,BNA School Workspace,Portal,Hebrew State,/parent,https://bneineviimacademy.org/parent,,Hebrew,Portal changes language/RTL state cleanly.,Parent/student assistant placement must be explicitly reviewed.,page,true,,true,true,BOT-AUDIT-REQUIRED,Parent/student assistant placement must be explicitly reviewed.
PARENT__BNA__PORTAL__PASSWORD_RESET__OPEN_PASSWORD_RESET__MOBILE__462,screenshots/mobile/PARENT__BNA__PORTAL__PASSWORD_RESET__OPEN_PASSWORD_RESET__MOBILE__462.png,2026-06-11T06:21:11.147Z,mobile,Parent,BNA School Workspace,Portal,Password Reset,/parent,https://bneineviimacademy.org/parent,,Create/reset password,Password reset request panel opens without sending email until submitted.,Parent/student assistant placement must be explicitly reviewed.,page,true,Send password email,true,true,BOT-AUDIT-REQUIRED,Parent/student assistant placement must be explicitly reviewed.
STUDENT__BNA__PORTAL__HEBREW_STATE__SWITCH_HEBREW__MOBILE__463,screenshots/mobile/STUDENT__BNA__PORTAL__HEBREW_STATE__SWITCH_HEBREW__MOBILE__463.png,2026-06-11T06:21:11.147Z,mobile,Student,BNA School Workspace,Portal,Hebrew State,/student,https://bneineviimacademy.org/student,,Hebrew,Portal changes language/RTL state cleanly.,Small mobile tap targets detected. Parent/student assistant placement must be explicitly reviewed.,page,true,,true,true,TINY-TAP-TARGETS BOT-AUDIT-REQUIRED,Small mobile tap targets detected. Parent/student assistant placement must be explicitly reviewed.
PROVIDERADMIN__SHELLER__PROVIDER_ONBOARDING__FILLED_DRAFT__FILL_FORM_DRAFT__MOBILE__464,screenshots/mobile/PROVIDERADMIN__SHELLER__PROVIDER_ONBOARDING__FILLED_DRAFT__FILL_FORM_DRAFT__MOBILE__464.png,2026-06-11T06:21:11.147Z,mobile,Provider Admin,Rabbi Sheller Provider Workspace,Provider Onboarding,Filled Draft,/providers/join,https://bneineviimacademy.org/providers/join,,Fill demo provider form,Provider onboarding form can be filled without submitting production data.,No major automated issue detected; manual designer review still required.,page,true,Submit For Review,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__DASHBOARD__OVERVIEW__LOAD__MOBILE__465,screenshots/mobile/SUPERADMIN__PLATFORM__DASHBOARD__OVERVIEW__LOAD__MOBILE__465.png,2026-06-11T06:21:11.147Z,mobile,Super Admin,Platform,Dashboard,Overview,/operations?workspace=platform&view=dashboard&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=dashboard&section=overview,,,Dashboard / Overview loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__DASHBOARD__ACTIVITY__LOAD__MOBILE__466,screenshots/mobile/SUPERADMIN__PLATFORM__DASHBOARD__ACTIVITY__LOAD__MOBILE__466.png,2026-06-11T06:21:11.147Z,mobile,Super Admin,Platform,Dashboard,Activity,/operations?workspace=platform&view=dashboard&section=activity,https://bneineviimacademy.org/operations?workspace=platform&view=dashboard&section=activity,,,Dashboard / Activity loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__DASHBOARD__ALERTS__LOAD__MOBILE__467,screenshots/mobile/SUPERADMIN__PLATFORM__DASHBOARD__ALERTS__LOAD__MOBILE__467.png,2026-06-11T06:21:11.147Z,mobile,Super Admin,Platform,Dashboard,Alerts,/operations?workspace=platform&view=dashboard&section=alerts,https://bneineviimacademy.org/operations?workspace=platform&view=dashboard&section=alerts,,,Dashboard / Alerts loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__DASHBOARD__TODAY__LOAD__MOBILE__468,screenshots/mobile/SUPERADMIN__PLATFORM__DASHBOARD__TODAY__LOAD__MOBILE__468.png,2026-06-11T06:21:11.147Z,mobile,Super Admin,Platform,Dashboard,Today,/operations?workspace=platform&view=dashboard&section=today,https://bneineviimacademy.org/operations?workspace=platform&view=dashboard&section=today,,,Dashboard / Today loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__DASHBOARD__UPDATES__LOAD__MOBILE__469,screenshots/mobile/SUPERADMIN__PLATFORM__DASHBOARD__UPDATES__LOAD__MOBILE__469.png,2026-06-11T06:21:11.147Z,mobile,Super Admin,Platform,Dashboard,Updates,/operations?workspace=platform&view=dashboard&section=updates,https://bneineviimacademy.org/operations?workspace=platform&view=dashboard&section=updates,,,Dashboard / Updates loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__PIPELINES__OVERVIEW__LOAD__MOBILE__470,screenshots/mobile/SUPERADMIN__PLATFORM__PIPELINES__OVERVIEW__LOAD__MOBILE__470.png,2026-06-11T06:21:11.147Z,mobile,Super Admin,Platform,Pipelines,Overview,/operations?workspace=platform&view=pipelines&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=pipelines&section=overview,,,Pipelines / Overview loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__PIPELINES__BNA_ENROLLMENT__LOAD__MOBILE__471,screenshots/mobile/SUPERADMIN__PLATFORM__PIPELINES__BNA_ENROLLMENT__LOAD__MOBILE__471.png,2026-06-11T06:21:11.147Z,mobile,Super Admin,Platform,Pipelines,Bna Enrollment,/operations?workspace=platform&view=pipelines&section=bna_enrollment,https://bneineviimacademy.org/operations?workspace=platform&view=pipelines&section=bna_enrollment,,,Pipelines / Bna Enrollment loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__PIPELINES__PROVIDER_CLASS__LOAD__MOBILE__472,screenshots/mobile/SUPERADMIN__PLATFORM__PIPELINES__PROVIDER_CLASS__LOAD__MOBILE__472.png,2026-06-11T06:21:11.147Z,mobile,Super Admin,Platform,Pipelines,Provider Class,/operations?workspace=platform&view=pipelines&section=provider_class,https://bneineviimacademy.org/operations?workspace=platform&view=pipelines&section=provider_class,,,Pipelines / Provider Class loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__PIPELINES__PROVIDER_ONBOARDING__LOAD__MOBILE__473,screenshots/mobile/SUPERADMIN__PLATFORM__PIPELINES__PROVIDER_ONBOARDING__LOAD__MOBILE__473.png,2026-06-11T06:21:11.147Z,mobile,Super Admin,Platform,Pipelines,Provider Onboarding,/operations?workspace=platform&view=pipelines&section=provider_onboarding,https://bneineviimacademy.org/operations?workspace=platform&view=pipelines&section=provider_onboarding,,,Pipelines / Provider Onboarding loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__PIPELINES__PARTICIPANTS__LOAD__MOBILE__474,screenshots/mobile/SUPERADMIN__PLATFORM__PIPELINES__PARTICIPANTS__LOAD__MOBILE__474.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Pipelines,Participants,/operations?workspace=platform&view=pipelines&section=participants,https://bneineviimacademy.org/operations?workspace=platform&view=pipelines&section=participants,,,Pipelines / Participants loads in the correct workspace.,Too many card-like panels. Small mobile tap targets detected.,page,true,Open navigation,true,true,CARD-DENSITY TINY-TAP-TARGETS,Too many card-like panels. Small mobile tap targets detected.
SUPERADMIN__PLATFORM__PIPELINES__STALE_TASKS__LOAD__MOBILE__475,screenshots/mobile/SUPERADMIN__PLATFORM__PIPELINES__STALE_TASKS__LOAD__MOBILE__475.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Pipelines,Stale Tasks,/operations?workspace=platform&view=pipelines&section=stale_tasks,https://bneineviimacademy.org/operations?workspace=platform&view=pipelines&section=stale_tasks,,,Pipelines / Stale Tasks loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__PIPELINES__DECISIONS__LOAD__MOBILE__476,screenshots/mobile/SUPERADMIN__PLATFORM__PIPELINES__DECISIONS__LOAD__MOBILE__476.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Pipelines,Decisions,/operations?workspace=platform&view=pipelines&section=decisions,https://bneineviimacademy.org/operations?workspace=platform&view=pipelines&section=decisions,,,Pipelines / Decisions loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__TASKS__OVERVIEW__LOAD__MOBILE__477,screenshots/mobile/SUPERADMIN__PLATFORM__TASKS__OVERVIEW__LOAD__MOBILE__477.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Tasks,Overview,/operations?workspace=platform&view=tasks&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=tasks&section=overview,,,Tasks / Overview loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__TASKS__DECISIONS__LOAD__MOBILE__478,screenshots/mobile/SUPERADMIN__PLATFORM__TASKS__DECISIONS__LOAD__MOBILE__478.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Tasks,Decisions,/operations?workspace=platform&view=tasks&section=decisions,https://bneineviimacademy.org/operations?workspace=platform&view=tasks&section=decisions,,,Tasks / Decisions loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__TASKS__MINE__LOAD__MOBILE__479,screenshots/mobile/SUPERADMIN__PLATFORM__TASKS__MINE__LOAD__MOBILE__479.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Tasks,Mine,/operations?workspace=platform&view=tasks&section=mine,https://bneineviimacademy.org/operations?workspace=platform&view=tasks&section=mine,,,Tasks / Mine loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__TASKS__SCHEDULE__LOAD__MOBILE__480,screenshots/mobile/SUPERADMIN__PLATFORM__TASKS__SCHEDULE__LOAD__MOBILE__480.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Tasks,Schedule,/operations?workspace=platform&view=tasks&section=schedule,https://bneineviimacademy.org/operations?workspace=platform&view=tasks&section=schedule,,,Tasks / Schedule loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__TASKS__RESEARCH__LOAD__MOBILE__481,screenshots/mobile/SUPERADMIN__PLATFORM__TASKS__RESEARCH__LOAD__MOBILE__481.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Tasks,Research,/operations?workspace=platform&view=tasks&section=research,https://bneineviimacademy.org/operations?workspace=platform&view=tasks&section=research,,,Tasks / Research loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__TASKS__CHANGELOG__LOAD__MOBILE__482,screenshots/mobile/SUPERADMIN__PLATFORM__TASKS__CHANGELOG__LOAD__MOBILE__482.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Tasks,Changelog,/operations?workspace=platform&view=tasks&section=changelog,https://bneineviimacademy.org/operations?workspace=platform&view=tasks&section=changelog,,,Tasks / Changelog loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__TASKS__DONE__LOAD__MOBILE__483,screenshots/mobile/SUPERADMIN__PLATFORM__TASKS__DONE__LOAD__MOBILE__483.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Tasks,Done,/operations?workspace=platform&view=tasks&section=done,https://bneineviimacademy.org/operations?workspace=platform&view=tasks&section=done,,,Tasks / Done loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__STUDENTS__OVERVIEW__LOAD__MOBILE__484,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__OVERVIEW__LOAD__MOBILE__484.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Students,Overview,/operations?workspace=platform&view=students&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=overview,,,Students / Overview loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__LIST__LOAD__MOBILE__485,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__LIST__LOAD__MOBILE__485.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Students,List,/operations?workspace=platform&view=students&section=list,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=list,,,Students / List loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__GROUP_GOAL__LOAD__MOBILE__486,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__GROUP_GOAL__LOAD__MOBILE__486.png,2026-06-11T06:21:11.148Z,mobile,Super Admin,Platform,Students,Group Goal,/operations?workspace=platform&view=students&section=group_goal,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=group_goal,,,Students / Group Goal loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__GOAL_BOARD__LOAD__MOBILE__487,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__GOAL_BOARD__LOAD__MOBILE__487.png,2026-06-11T06:21:11.149Z,mobile,Super Admin,Platform,Students,Goal Board,/operations?workspace=platform&view=students&section=goal_board,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=goal_board,,,Students / Goal Board loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__ASSIGNMENTS__LOAD__MOBILE__488,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__ASSIGNMENTS__LOAD__MOBILE__488.png,2026-06-11T06:21:11.149Z,mobile,Super Admin,Platform,Students,Assignments,/operations?workspace=platform&view=students&section=assignments,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=assignments,,,Students / Assignments loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__QUESTIONS__LOAD__MOBILE__489,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__QUESTIONS__LOAD__MOBILE__489.png,2026-06-11T06:21:11.149Z,mobile,Super Admin,Platform,Students,Questions,/operations?workspace=platform&view=students&section=questions,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=questions,,,Students / Questions loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__DOCUMENTS__LOAD__MOBILE__490,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__DOCUMENTS__LOAD__MOBILE__490.png,2026-06-11T06:21:11.149Z,mobile,Super Admin,Platform,Students,Documents,/operations?workspace=platform&view=students&section=documents,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=documents,,,Students / Documents loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__PORTAL_LINKS__LOAD__MOBILE__491,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__PORTAL_LINKS__LOAD__MOBILE__491.png,2026-06-11T06:21:11.149Z,mobile,Super Admin,Platform,Students,Portal Links,/operations?workspace=platform&view=students&section=portal_links,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=portal_links,,,Students / Portal Links loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__TABLET_ACCESS__LOAD__MOBILE__492,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__TABLET_ACCESS__LOAD__MOBILE__492.png,2026-06-11T06:21:11.149Z,mobile,Super Admin,Platform,Students,Tablet Access,/operations?workspace=platform&view=students&section=tablet_access,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=tablet_access,,,Students / Tablet Access loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__PROFILE__LOAD__MOBILE__493,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__PROFILE__LOAD__MOBILE__493.png,2026-06-11T06:21:11.149Z,mobile,Super Admin,Platform,Students,Profile,/operations?workspace=platform&view=students&section=profile,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=profile,,,Students / Profile loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__PARENT_FAMILY__LOAD__MOBILE__494,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__PARENT_FAMILY__LOAD__MOBILE__494.png,2026-06-11T06:21:11.149Z,mobile,Super Admin,Platform,Students,Parent Family,/operations?workspace=platform&view=students&section=parent_family,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=parent_family,,,Students / Parent Family loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__ANALYSIS__LOAD__MOBILE__495,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__ANALYSIS__LOAD__MOBILE__495.png,2026-06-11T06:21:11.149Z,mobile,Super Admin,Platform,Students,Analysis,/operations?workspace=platform&view=students&section=analysis,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=analysis,,,Students / Analysis loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__MEETINGS__LOAD__MOBILE__496,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__MEETINGS__LOAD__MOBILE__496.png,2026-06-11T06:21:11.149Z,mobile,Super Admin,Platform,Students,Meetings,/operations?workspace=platform&view=students&section=meetings,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=meetings,,,Students / Meetings loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__STUDENTS__BOT_SETTINGS__LOAD__MOBILE__497,screenshots/mobile/SUPERADMIN__PLATFORM__STUDENTS__BOT_SETTINGS__LOAD__MOBILE__497.png,2026-06-11T06:21:11.149Z,mobile,Super Admin,Platform,Students,Bot Settings,/operations?workspace=platform&view=students&section=bot_settings,https://bneineviimacademy.org/operations?workspace=platform&view=students&section=bot_settings,,,Students / Bot Settings loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
